Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
TMS-63_H93_L1_2,TMS-63,Harada et al 93,10.1016/0169-4332(93)90329-A,,,,,0,,,,,,,,,,,0,TMS-63_H93_0,γ',L1_2,,,,,,,,,,,,,,,0.7657005831,0.0269519416,0,0,0,0.1161926439,0.05898253792,0,0,0.03217229341,0,0,0.714,0.03,0,0,0,0.168,0.055,0,0,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-1_H88_0,TMS-1,Harada et al 88,,Superalloys 1988 conf. proc.,,,,1,γ,TMS-1_H88_A1,0.7149265551,0.36,,γ',TMS-1_H88_L1_2,0.2850734449,0.64,,1,,,,sc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.601,0.055,0.075,0,0,0.052,0.051,0.166,0,0,0,0,0.5712013086,0.06239781397,0.08508792815,0,0,0.0766318798,0.04847132569,0.1562097438,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-1_H88_A1,TMS-1,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,TMS-1_H88_0,γ,A1,,,,,,,,,,,,,,,0.6278782994,0.1381857296,0.1212468338,0,0,0.02676681239,0.006385203045,0.07953712177,0,0,0,0,0.59,0.155,0.136,0,0,0.039,0.006,0.074,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-1_H88_L1_2,TMS-1,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,TMS-1_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7345399725,0.02342481205,0.04955248702,0,0,0.1123617078,0.02581106785,0.05430995272,0,0,0,0,0.683,0.026,0.055,0,0,0.162,0.024,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 454_H88_0,Alloy 454,Harada et al 88,,Superalloys 1988 conf. proc.,,,,1,γ,Alloy 454_H88_A1,0.5165320046,0.41,,γ',Alloy 454_H88_L1_2,0.4834679954,0.59,,1,,,,sc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.625,0.1,0.05,0,0,0.05,0.12,0.04,0.015,0,0,0,0.5917514143,0.1130189455,0.05650947277,0,0,0.07340416543,0.1136162715,0.03749769644,0.01420203394,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 454_H88_A1,Alloy 454,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,Alloy 454_H88_0,γ,A1,,,,,,,,,,,,,,,0.6489606039,0.2110254296,0.07332239502,0,0,0.0227162835,0.0149431718,0.02156053033,0.0074715859,0,0,0,0.608,0.236,0.082,0,0,0.033,0.014,0.02,0.007,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 454_H88_L1_2,Alloy 454,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,Alloy 454_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7349375052,0.02790384425,0.02610359623,0,0,0.1164158671,0.05694691196,0.00868158428,0.029010691,0,0,0,0.684,0.031,0.029,0,0,0.168,0.053,0.008,0.027,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXON_H88_0,MXON,Harada et al 88,,Superalloys 1988 conf. proc.,,,,1,γ,MXON_H88_A1,0.328672609,0.31,,γ',MXON_H88_L1_2,0.671327391,0.69,,1,,,,sc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.649,0.08,0.05,0,0,0.061,0.06,0.08,0,0.02,0,0,0.6134367621,0.09026243658,0.05641402286,0,0,0.0894018181,0.0567121814,0.07486871849,0,0.01890406047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXON_H88_A1,MXON,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,MXON_H88_0,γ,A1,,,,,,,,,,,,,,,0.3878034667,0.1832613989,0.09136924701,0,0,0.0006105532079,0.1205131188,0.1734615979,0,0.04298061742,0,0,0.4096347165,0.2310723761,0.1152065254,0,0,0.001,0.1272973593,0.1814152209,0,0.04540019505,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXON_H88_L1_2,MXON,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,MXON_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7601389311,0.0243879704,0.02709774488,0,0,0.1244702254,0.02695528124,0.02940236825,0,0.007547478748,0,0,0.705,0.027,0.03,0,0,0.179,0.025,0.027,0,0.007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM-53_H88_0,TM-53,Harada et al 88,,Superalloys 1988 conf. proc.,,,,1,γ,TM-53_H88_A1,0.3351622176,0.34,,γ',TM-53_H88_L1_2,0.6648377824,0.66,,0,,,,exp,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.6702236991,0.1011338644,0.07433160354,0,0,0.05945186512,0.00917150465,0.02675521347,0.05893224965,0,0,0,0.62846,0.1132,0.0832,0,0,0.08644,0.0086,0.02484,0.05526,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM-53_H88_A1,TM-53,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,TM-53_H88_0,γ,A1,,,,,,,,,,,,,,,0.5506603208,0.2401706377,0.1232573839,0,0,0.02162899206,0.002163694777,0.04589125991,0.01622771083,0,0,0,0.509,0.265,0.136,0,0,0.031,0.002,0.042,0.015,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM-53_H88_L1_2,TM-53,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,TM-53_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7304987438,0.03104176904,0.04966683046,0,0,0.07851937053,0.01270432598,0.01710822901,0.0804607312,0,0,0,0.69,0.035,0.056,0,0,0.115,0.012,0.016,0.076,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inconel 738lc_H88_0,Inconel 738lc,Harada et al 88,,Superalloys 1988 conf. proc.,Jalilvand et al 13,10.1016/j.matdes.2013.05.042,,1,γ,Inconel 738lc_H88_A1,0.6799828067,0.58,,γ',Inconel 738lc_H88_L1_2,0.3200171933,0.42,,1,,,,cc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.616,0.161,0.085,0,0,0.034,0.017,0.026,0.034,0.018,0.009,0,0.5778013392,0.1802667677,0.09517189602,0,0,0.04945021255,0.01594581618,0.02414662793,0.03189163236,0.01688380537,0.008441902683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inconel 738lc_H88_A1,Inconel 738lc,Harada et al 88,,Superalloys 1988 conf. proc.,Jalilvand et al 13,10.1016/j.matdes.2013.05.042,,0,,,,,,,,,,,0,Inconel 738lc_H88_0,γ,A1,,,,,,,,,,,,,,,0.5790792218,0.2461785065,0.1058929605,0,0,0.02229624649,0.002160743365,0.009820427448,0.01512520355,0.01620557524,0.003241115047,0,0.536,0.272,0.117,0,0,0.032,0.002,0.009,0.014,0.015,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inconel 738lc_H88_L1_2,Inconel 738lc,Harada et al 88,,Superalloys 1988 conf. proc.,Jalilvand et al 13,10.1016/j.matdes.2013.05.042,,0,,,,,,,,,,,0,Inconel 738lc_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7425287021,0.02932494335,0.03376811659,0,0,0.08824975377,0.009546797598,0.005356731763,0.07849589136,0.003182265866,0.009546797598,0,0.7,0.033,0.038,0,0,0.129,0.009,0.005,0.074,0.003,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900Hf_H88_0,B1900Hf,Harada et al 88,,Superalloys 1988 conf. proc.,Collier et al 86,10.1007/BF02643984,,1,γ,B1900Hf_H88_A1,0.6875167673,0.48,,γ',B1900Hf_H88_L1_2,0.3124832327,0.52,,1,,,,cc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.6474,0.0839,0.1006,0,0,0.0584,0.0396,0.001,0.0097,0.0592,0.0002,0,0.6062482212,0.09378463811,0.1124521406,0,0,0.08479730368,0.03708283837,0.0009271779456,0.00908342253,0.05543697049,0.0001872870625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900Hf_H88_A1,B1900Hf,Harada et al 88,,Superalloys 1988 conf. proc.,Collier et al 86,10.1007/BF02643984,,0,,,,,,,,,,,0,B1900Hf_H88_0,γ,A1,,,,,,,,,,,,,,,0.6370783988,0.1329768945,0.1329768945,0,0,0.03804325871,0.004290090228,0,0.003217567671,0.05040856017,0,0.001008335359,0.594,0.148,0.148,0,0,0.055,0.004,0,0.003,0.047,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900Hf_H88_L1_2,B1900Hf,Harada et al 88,,Superalloys 1988 conf. proc.,Collier et al 86,10.1007/BF02643984,,0,,,,,,,,,,,0,B1900Hf_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7177097205,0.03111504346,0.0494180102,0,0,0.1387900305,0.01966328001,0,0.01310885334,0.02403289779,0,0.006162164259,0.657,0.034,0.054,0,0,0.197,0.018,0,0.012,0.022,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-M247DS_H88_0,Mar-M247DS,Harada et al 88,,Superalloys 1988 conf. proc.,Basak and Das 17,10.1016/j.jallcom.2017.02.013,,1,γ,Mar-M247DS_H88_A1,0.6489482034,0.41,,γ',Mar-M247DS_H88_L1_2,0.3510517966,0.59,,1,,,,ds,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.603,0.08,0.1,0,0,0.06,0.03,0.1,0.01,0.007,0,0.01,0.5648465366,0.08945304092,0.1118163012,0,0,0.08714767841,0.02810181774,0.09274670051,0.00936727258,0.006557090806,0,0.009963561283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-M247DS_H88_A1,Mar-M247DS,Harada et al 88,,Superalloys 1988 conf. proc.,Basak and Das 17,10.1016/j.jallcom.2017.02.013,,0,,,,,,,,,,,0,Mar-M247DS_H88_0,γ,A1,,,,,,,,,,,,,,,0.6079598014,0.158311533,0.1465512477,0,0,0.038303437,0.003239572654,0.0349004589,0.004319430205,0.005399287756,0,0.001015231376,0.563,0.175,0.162,0,0,0.055,0.003,0.032,0.004,0.005,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-M247DS_H88_L1_2,Mar-M247DS,Harada et al 88,,Superalloys 1988 conf. proc.,Basak and Das 17,10.1016/j.jallcom.2017.02.013,,0,,,,,,,,,,,0,Mar-M247DS_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.72066964,0.02995963772,0.05810353982,0,0,0.1209119627,0.01300456493,0.030646953,0.01842313365,0.002167427489,0,0.006113140726,0.665,0.033,0.064,0,0,0.173,0.012,0.028,0.017,0.002,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_H88_0,CMSX-2,Harada et al 88,,Superalloys 1988 conf. proc.,,,,1,γ,CMSX-2_H88_A1,0.3365868221,0.32,,γ',CMSX-2_H88_L1_2,0.6634131779,0.68,,1,,,,sc,,1100,30,0,0,0,0,900,1500,0,0,0,0,0.666,0.08,0.046,0,0,0.056,0.058,0.079,0.009,0.006,0,0,0.6316052811,0.09056355755,0.05207404559,0,0,0.0823476034,0.05500466412,0.07417950402,0.008535206502,0.005690137668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_H88_A1,CMSX-2,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,CMSX-2_H88_0,γ,A1,,,,,,,,,,,,,,,0.4507175292,0.1841796051,0.07520152765,0,0,0.0006111295615,0.1024729799,0.1730470194,0.0009475992441,0.01282260994,0,0,0.4756415036,0.2320111174,0.09473139248,0,0,0.001,0.1081395754,0.1808109501,0.001,0.01353168021,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_H88_L1_2,CMSX-2,Harada et al 88,,Superalloys 1988 conf. proc.,,,,0,,,,,,,,,,,0,CMSX-2_H88_0,γ',L1_2,,,,,,,,,,,,,,,0.7565552654,0.02157599432,0.02876799243,0,0,0.1155783789,0.03219384108,0.02601222324,0.01717004858,0.002146256072,0,0,0.705,0.024,0.032,0,0,0.167,0.03,0.024,0.016,0.002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_C86_0,CMSX-2,"Caron, Khan 86",10.1179/mst.1986.2.5.486,,,,,1,γ,CMSX-2_C86_A1,0.3241486955,0.32,,γ',CMSX-2_C86_L1_2,0.6758513045,0.68,305,1,,,,sc,High gradient crystals; mean precipitate size varies,1315,0.5,0,0,0,0,980,5,850,48,0,0,0.666,0.08,0.046,0,0,0.056,0.058,0.079,0.009,0.006,0,0,0.6316052811,0.09056355755,0.05207404559,0,0,0.0823476034,0.05500466412,0.07417950402,0.008535206502,0.005690137668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.1399020686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,750,,,54,569,,,,,850,500,,,38,198,,,,,,,,,,,,,,,950,240,,,97.5,263.5,,,,,,,,,,,,,,,1050,120,,,331.5,464.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,50,900,8.46E+05,,,,,870,50,800,2.75E+06,870,50,700,2.08E+07,,,,,,,,
CMSX-2_C86_A1,CMSX-2,"Caron, Khan 86",10.1179/mst.1986.2.5.486,,,,,0,,,,,,,,,,,0,CMSX-2_C86_0,γ,A1,,,,,,,,,,,,,,,0.6000887062,0.2047041522,0.07599832921,0,0,0.0139153014,0.001046344556,0.09158462294,0.0004040042848,0.01225853918,0,0,0.5735096558,0.2335306546,0.08670043757,0,0,0.02062098052,0.001,0.08666288709,0.0003861101799,0.01171558556,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_C86_L1_2,CMSX-2,"Caron, Khan 86",10.1179/mst.1986.2.5.486,,,,,0,,,,,,,,,,,0,CMSX-2_C86_0,γ',L1_2,,,,,,,,,,,,,,,0.6925,0.0205,0.0315,0,0,0.0755,0.0915,0.0725,0.013,0.003,0,0,0.6589443989,0.02328492363,0.0357792729,0,0,0.1113954259,0.08706629964,0.0683049708,0.01237007536,0.002854632775,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_C86_0_1,CMSX-2,"Caron, Khan 86",10.1179/mst.1986.2.5.486,,,,,1,γ,CMSX-2_C86_A1_1,0.3241486955,0.32,,γ',CMSX-2_C86_L1_2_1,0.6758513045,0.68,450,1,,,,sc,High gradient crystals,1315,0.5,0,0,0,0,1050,16,850,48,0,0,0.666,0.08,0.046,0,0,0.056,0.058,0.079,0.009,0.006,0,0,0.6316052811,0.09056355755,0.05207404559,0,0,0.0823476034,0.05500466412,0.07417950402,0.008535206502,0.005690137668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.1399020686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,750,,,120,1048.5,,,,,850,500,,,100.5,346,,,,,900,380,,,72.5,228.5,,,,,950,240,,,138.5,378,,,,,1000,200,,,66.5,176.5,,,,,1050,120,,,728.5,881,,,,,1050,140,,,173,269,,,,,,,,,,,,,,,,,,,,,,,,,870,50,900,1.26E+06,870,50,850,1.50E+06,870,50,800,2.99E+06,870,50,700,1.78E+07,,,,,,,,
CMSX-2_C86_A1_1,CMSX-2,"Caron, Khan 86",10.1179/mst.1986.2.5.486,,,,,0,,,,,,,,,,,0,CMSX-2_C86_0_1,γ,A1,,,,,,,,,,,,,,,0.6000887062,0.2047041522,0.07599832921,0,0,0.0139153014,0.001046344556,0.09158462294,0.0004040042848,0.01225853918,0,0,0.5735096558,0.2335306546,0.08670043757,0,0,0.02062098052,0.001,0.08666288709,0.0003861101799,0.01171558556,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
